simAU
Inner planet mass	Outer planet mass	Percent Difference	Distance
2.412e-05	0.0	100.0	0.10404040404040404	
2.0639999999999965e-05	2.099999999999996e-05	1.744186046511614	0.10816871777305564	
1.8239999999999988e-05	1.8599999999999985e-05	1.9736842105262984	0.10656022367666107	
1.7399999999999996e-05	1.716e-05	1.3793103448275734	0.10727659828951441	
1.7519999999999995e-05	1.704e-05	2.739726027397235	0.1182396075591909	
1.6320000000000006e-05	1.7279999999999997e-05	5.882352941176412	0.12828282828282828	
1.704e-05	1.6560000000000004e-05	2.8169014084506774	0.12424242424242425	
1.692e-05	1.6800000000000002e-05	0.7092198581560216	0.12365218608121753	
1.7639999999999994e-05	1.7759999999999993e-05	0.6802721088435312	0.11082332935251626	
1.6680000000000003e-05	1.584000000000001e-05	5.035971223021534	0.11431418309001973	
1.6800000000000002e-05	1.7519999999999995e-05	4.285714285714244	0.12114137285547598	
1.6680000000000003e-05	1.692e-05	1.4388489208632953	0.1160397208403195	
1.6560000000000004e-05	1.5600000000000013e-05	5.7971014492753055	0.1202020202020202	
1.608000000000001e-05	1.704e-05	5.970149253731282	0.11212121212121212	
1.7759999999999993e-05	1.5720000000000012e-05	11.486486486486381	0.11292432346572341	
1.6440000000000005e-05	1.596000000000001e-05	2.9197080291970514	0.12514649491351945	
1.6440000000000005e-05	1.6680000000000003e-05	1.4598540145985257	0.12778127834700254	
1.608000000000001e-05	1.584000000000001e-05	1.4925373134328206	0.11911384251964328	
1.6320000000000006e-05	1.6320000000000006e-05	0.0	0.12684342882037156	
1.5000000000000014e-05	1.608000000000001e-05	7.1999999999999575	0.10808080808080808	
1.6440000000000005e-05	1.5240000000000015e-05	7.299270072992639	0.1	
1.5000000000000014e-05	1.5360000000000016e-05	2.400000000000009	0.10931035330127936	
1.6320000000000006e-05	1.5600000000000013e-05	4.411764705882309	0.11616161616161616	
1.6440000000000005e-05	1.7519999999999995e-05	6.569343065693365	0.13516464147013427	
1.6200000000000008e-05	1.8599999999999985e-05	14.814814814814667	0.13232323232323234	
1.895999999999998e-05	1.7519999999999995e-05	7.594936708860694	0.13425290262178388	
1.5120000000000014e-05	1.6680000000000003e-05	10.317460317460231	0.13636363636363635	
1.5720000000000012e-05	1.6440000000000005e-05	4.580152671755678	0.14040404040404042	
1.5240000000000015e-05	1.584000000000001e-05	3.9370078740157175	0.14521964333909262	
1.5120000000000014e-05	1.6440000000000005e-05	8.73015873015866	0.15656565656565657	
1.6440000000000005e-05	1.6800000000000002e-05	2.1897810218977884	0.13103706971044482	
1.4400000000000011e-05	1.6320000000000006e-05	13.33333333333329	0.14057211088362487	
1.5120000000000014e-05	1.596000000000001e-05	5.555555555555519	0.15252525252525254	
1.4880000000000013e-05	1.608000000000001e-05	8.064516129032219	0.143237083856131	
1.428000000000001e-05	1.6680000000000003e-05	16.806722689075563	0.15340366443789158	
1.5000000000000014e-05	1.5240000000000015e-05	1.6000000000000059	0.1484848484848485	
1.5120000000000014e-05	1.596000000000001e-05	5.555555555555519	0.14444444444444446	
1.6200000000000008e-05	1.6320000000000006e-05	0.7407407407407333	0.13679807573413577	
1.4880000000000013e-05	1.6320000000000006e-05	9.677419354838653	0.14244021294130646	
1.5000000000000014e-05	1.6440000000000005e-05	9.599999999999934	0.15205504988933502	
1.4760000000000013e-05	1.596000000000001e-05	8.13008130081298	0.15280501503977428	
1.4760000000000013e-05	1.6320000000000006e-05	10.569105691056857	0.1467523221730945	
1.5240000000000015e-05	1.608000000000001e-05	5.511811023622	0.1479727244598282	
1.4760000000000013e-05	1.7399999999999996e-05	17.886178861788487	0.15108808205161317	
1.6200000000000008e-05	1.5360000000000016e-05	5.185185185185133	0.13821937034197182	
1.4400000000000011e-05	1.6560000000000004e-05	14.999999999999938	0.1497939557845947	
1.4520000000000012e-05	1.8719999999999983e-05	28.925619834710524	0.22121212121212122	
1.4520000000000012e-05	1.8479999999999986e-05	27.27272727272707	0.2194095738832282	
1.4880000000000013e-05	1.6800000000000002e-05	12.903225806451523	0.16464646464646465	
1.416000000000001e-05	1.9319999999999978e-05	36.44067796610144	0.2494949494949495	
1.4640000000000012e-05	1.6680000000000003e-05	13.934426229508121	0.17272727272727273	
1.416000000000001e-05	1.799999999999999e-05	27.11864406779645	0.23052181460292234	
1.4880000000000013e-05	1.6440000000000005e-05	10.48387096774187	0.16456623286043165	
1.4400000000000011e-05	1.799999999999999e-05	24.999999999999837	0.20800838230519042	
1.4520000000000012e-05	1.8359999999999987e-05	26.446280991735343	0.17925618986228659	
1.4520000000000012e-05	1.787999999999999e-05	23.140495867768436	0.2292929292929293	
1.4760000000000013e-05	1.5600000000000013e-05	5.691056910569103	0.17676767676767677	
1.416000000000001e-05	1.9439999999999977e-05	37.288135593220076	0.25198420997897464	
1.416000000000001e-05	1.8239999999999988e-05	28.813559322033722	0.21717171717171718	
1.404000000000001e-05	1.6560000000000004e-05	17.948717948717896	0.18908143891965618	
1.4880000000000013e-05	1.716e-05	15.322580645161175	0.20101010101010103	
1.4880000000000013e-05	1.596000000000001e-05	7.258064516129002	0.15874010519681994	
1.428000000000001e-05	1.7759999999999993e-05	24.36974789915952	0.21313131313131314	
1.4400000000000011e-05	1.8839999999999982e-05	30.83333333333311	0.22314431669405652	
1.4400000000000011e-05	1.6800000000000002e-05	16.66666666666659	0.17592106959680257	
1.4400000000000011e-05	1.6320000000000006e-05	13.33333333333329	0.19696969696969696	
1.4520000000000012e-05	1.608000000000001e-05	10.743801652892532	0.16744084278445925	
1.4760000000000013e-05	1.596000000000001e-05	8.13008130081298	0.16528722546144864	
1.4520000000000012e-05	1.6440000000000005e-05	13.223140495867714	0.1686868686868687	
1.4400000000000011e-05	1.596000000000001e-05	10.833333333333316	0.1606060606060606	
1.4400000000000011e-05	1.919999999999998e-05	33.33333333333308	0.23333333333333334	
1.416000000000001e-05	1.7279999999999997e-05	22.03389830508464	0.23737373737373738	
1.4400000000000011e-05	1.6440000000000005e-05	14.166666666666613	0.19229994270765446	
1.3920000000000009e-05	1.8839999999999982e-05	35.34482758620668	0.22525252525252526	
1.3920000000000009e-05	1.7759999999999993e-05	27.58620689655159	0.24545454545454545	
1.416000000000001e-05	1.7519999999999995e-05	23.72881355932191	0.23778308299094353	
1.4880000000000013e-05	1.608000000000001e-05	8.064516129032219	0.1662119122464687	
1.4400000000000011e-05	1.5720000000000012e-05	9.166666666666666	0.16915381116229844	
1.4760000000000013e-05	1.6800000000000002e-05	13.821138211382028	0.1808080808080808	
1.428000000000001e-05	1.692e-05	18.48739495798311	0.18420157493201933	
1.3920000000000009e-05	1.6680000000000003e-05	19.827586206896495	0.19865767767585374	
1.5240000000000015e-05	1.6560000000000004e-05	8.661417322834565	0.17351936982146643	
1.4400000000000011e-05	1.4880000000000013e-05	3.333333333333346	0.19628561026349226	
1.416000000000001e-05	1.919999999999998e-05	35.5932203389828	0.2535353535353535	
1.3920000000000009e-05	1.9319999999999978e-05	38.79310344827561	0.24141414141414141	
1.4400000000000011e-05	1.6200000000000008e-05	12.499999999999964	0.18484848484848487	
1.3440000000000007e-05	1.787999999999999e-05	33.03571428571415	0.19292929292929295	
1.4520000000000012e-05	1.6440000000000005e-05	13.223140495867714	0.17170713638299978	
1.3920000000000009e-05	1.6200000000000008e-05	16.379310344827562	0.1806760501137917	
1.428000000000001e-05	1.596000000000001e-05	11.764705882352928	0.18888888888888888	
1.4520000000000012e-05	1.787999999999999e-05	23.140495867768436	0.20505050505050504	
1.3920000000000009e-05	1.8479999999999986e-05	32.75862068965498	0.2090909090909091	
1.4760000000000013e-05	2.1959999999999952e-05	48.780487804877595	0.39999999999999997	
1.4400000000000011e-05	2.4119999999999932e-05	67.49999999999939	0.37070707070707076	
1.4640000000000012e-05	2.2679999999999945e-05	54.91803278688474	0.2777777777777778	
1.3920000000000009e-05	1.9799999999999973e-05	42.24137931034454	0.297979797979798	
1.428000000000001e-05	1.9799999999999973e-05	38.655462184873656	0.27256808892482093	
