simAU
Inner Planet Mass	Outer Planet Mass	Percent Difference	Distance
1.6350000000000007e-06	1.6350000000000007e-06	0.0	0.1	
1.695000000000001e-06	1.7850000000000013e-06	5.309734513274358	0.10404040404040404	
1.695000000000001e-06	1.695000000000001e-06	0.0	0.10656022367666107* (10:11)	
1.6650000000000008e-06	1.725000000000001e-06	3.6036036036036183	0.10727659828951441* (9:10)	
1.710000000000001e-06	1.725000000000001e-06	0.8771929824561437	0.10808080808080808	
1.695000000000001e-06	1.695000000000001e-06	0.0	0.10816871777305564* (8:9)	
1.725000000000001e-06	1.710000000000001e-06	0.8695652173913079	0.10931035330127936* (7:8)	
1.695000000000001e-06	1.725000000000001e-06	1.7699115044247857	0.11082332935251626* (6:7)	
1.7850000000000013e-06	1.6200000000000006e-06	9.243697478991631	0.11212121212121212	
1.725000000000001e-06	1.710000000000001e-06	0.8695652173913079	0.11292432346572341* (5:6)	
1.7550000000000012e-06	1.6350000000000007e-06	6.837606837606865	0.11431418309001973* (9:11)	
1.6050000000000005e-06	1.725000000000001e-06	7.476635514018723	0.1160397208403195* (4:5)	
1.6500000000000007e-06	1.6500000000000007e-06	0.0	0.11616161616161616	
1.6200000000000006e-06	1.6800000000000009e-06	3.7037037037037193	0.1182396075591909* (7:9)	
1.6350000000000007e-06	1.6200000000000006e-06	0.9174311926605543	0.11911384251964328* (10:13)	
1.6500000000000007e-06	1.6200000000000006e-06	1.8181818181818257	0.1202020202020202	
1.6500000000000007e-06	1.6350000000000007e-06	0.9090909090909128	0.12114137285547598* (3:4)	
1.6350000000000007e-06	1.6500000000000007e-06	0.9174311926605543	0.12365218608121753* (8:11)	
1.5750000000000004e-06	1.6500000000000007e-06	4.761904761904782	0.12424242424242425	
1.6500000000000007e-06	1.6050000000000005e-06	2.7272727272727386	0.12514649491351945* (5:7)	
1.6200000000000006e-06	1.6200000000000006e-06	0.0	0.12684342882037156* (7:10)	
1.6050000000000005e-06	1.710000000000001e-06	6.542056074766382	0.12778127834700254* (9:13)	
1.6200000000000006e-06	1.6350000000000007e-06	0.9259259259259298	0.12828282828282828	
1.6350000000000007e-06	1.6500000000000007e-06	0.9174311926605543	0.13103706971044482* (2:3)	
1.6200000000000006e-06	1.695000000000001e-06	4.629629629629648	0.13232323232323234	
1.6200000000000006e-06	1.6650000000000008e-06	2.7777777777777892	0.13425290262178388* (9:14)	
1.6200000000000006e-06	1.6650000000000008e-06	2.7777777777777892	0.13516464147013427* (7:11)	
1.6200000000000006e-06	1.6350000000000007e-06	0.9259259259259298	0.13636363636363635	
1.6050000000000005e-06	1.6800000000000009e-06	4.672897196261702	0.13679807573413577* (5:8)	
1.6350000000000007e-06	1.6200000000000006e-06	0.9174311926605543	0.13821937034197182* (8:13)	
1.6050000000000005e-06	1.725000000000001e-06	7.476635514018723	0.14040404040404042	
1.6050000000000005e-06	1.6800000000000009e-06	4.672897196261702	0.14057211088362487* (3:5)	
1.6050000000000005e-06	1.6500000000000007e-06	2.803738317757021	0.14244021294130646* (10:17)	
1.6200000000000006e-06	1.6650000000000008e-06	2.7777777777777892	0.143237083856131* (7:12)	
1.5600000000000003e-06	1.6350000000000007e-06	4.807692307692329	0.14444444444444446	
1.6050000000000005e-06	1.6350000000000007e-06	1.8691588785046807	0.14521964333909262* (4:7)	
1.6350000000000007e-06	1.6500000000000007e-06	0.9174311926605543	0.1467523221730945* (9:16)	
1.6050000000000005e-06	1.695000000000001e-06	5.607476635514042	0.1479727244598282* (5:9)	
1.6350000000000007e-06	1.6800000000000009e-06	2.7522935779816624	0.1484848484848485	
1.6200000000000006e-06	1.6350000000000007e-06	0.9259259259259298	0.1497939557845947* (6:11)	
1.6050000000000005e-06	1.6500000000000007e-06	2.803738317757021	0.15108808205161317* (7:13)	
1.6050000000000005e-06	1.695000000000001e-06	5.607476635514042	0.15205504988933502* (8:15)	
1.6050000000000005e-06	1.6200000000000006e-06	0.9345794392523403	0.15252525252525254	
1.6050000000000005e-06	1.6650000000000008e-06	3.7383177570093613	0.15280501503977428* (9:17)	
1.6200000000000006e-06	1.710000000000001e-06	5.5555555555555785	0.15340366443789158* (10:19)	
1.6200000000000006e-06	1.710000000000001e-06	5.5555555555555785	0.15656565656565657	
1.6350000000000007e-06	1.710000000000001e-06	4.587155963302771	0.15874010519681994* (1:2)	
1.6200000000000006e-06	1.6800000000000009e-06	3.7037037037037193	0.1606060606060606	
1.6200000000000006e-06	1.710000000000001e-06	5.5555555555555785	0.16456623286043165* (9:19)	
1.6350000000000007e-06	1.7400000000000011e-06	6.4220183486238795	0.16464646464646465	
1.5900000000000004e-06	1.7550000000000012e-06	10.377358490566083	0.16528722546144864* (8:17)	
1.6350000000000007e-06	1.725000000000001e-06	5.504587155963325	0.1662119122464687* (7:15)	
1.6350000000000007e-06	1.6800000000000009e-06	2.7522935779816624	0.16744084278445925* (6:13)	
1.6050000000000005e-06	1.6650000000000008e-06	3.7383177570093613	0.1686868686868687	
1.6200000000000006e-06	1.6350000000000007e-06	0.9259259259259298	0.16915381116229844* (5:11)	
1.6350000000000007e-06	1.6350000000000007e-06	0.0	0.17170713638299978* (4:9)	
1.6050000000000005e-06	1.6350000000000007e-06	1.8691588785046807	0.17272727272727273	
1.6350000000000007e-06	1.710000000000001e-06	4.587155963302771	0.17351936982146643* (7:16)	
1.6200000000000006e-06	1.7400000000000011e-06	7.4074074074074385	0.17592106959680257* (3:7)	
1.6350000000000007e-06	1.710000000000001e-06	4.587155963302771	0.17676767676767677	
1.6350000000000007e-06	1.725000000000001e-06	5.504587155963325	0.17925618986228659* (5:12)	
1.6050000000000005e-06	1.695000000000001e-06	5.607476635514042	0.1806760501137917* (7:17)	
1.6200000000000006e-06	1.6500000000000007e-06	1.8518518518518596	0.1808080808080808	
1.6500000000000007e-06	1.6800000000000009e-06	1.8181818181818257	0.18420157493201933* (2:5)	
1.6350000000000007e-06	1.7700000000000013e-06	8.256880733944987	0.18484848484848487	
1.6050000000000005e-06	1.710000000000001e-06	6.542056074766382	0.18888888888888888	
1.5900000000000004e-06	1.725000000000001e-06	8.490566037735885	0.18908143891965618* (5:13)	
1.5900000000000004e-06	1.725000000000001e-06	8.490566037735885	0.19229994270765446* (3:8)	
1.6650000000000008e-06	1.7550000000000012e-06	5.4054054054054275	0.19292929292929295	
1.5750000000000004e-06	1.725000000000001e-06	9.523809523809565	0.19628561026349226* (4:11)	
1.6350000000000007e-06	1.725000000000001e-06	5.504587155963325	0.19696969696969696	
1.6200000000000006e-06	1.7850000000000013e-06	10.185185185185228	0.19865767767585374* (5:14)	
1.6200000000000006e-06	1.8150000000000015e-06	12.037037037037088	0.20101010101010103	
1.6050000000000005e-06	1.710000000000001e-06	6.542056074766382	0.20505050505050504	
1.6350000000000007e-06	1.6800000000000009e-06	2.7522935779816624	0.20800838230519042* (1:3)	
1.6050000000000005e-06	1.695000000000001e-06	5.607476635514042	0.2090909090909091	
1.6200000000000006e-06	1.7850000000000013e-06	10.185185185185228	0.21313131313131314	
1.6050000000000005e-06	1.8000000000000014e-06	12.149532710280425	0.21717171717171718	
1.6050000000000005e-06	1.8000000000000014e-06	12.149532710280425	0.2194095738832282* (4:13)	
1.6500000000000007e-06	1.725000000000001e-06	4.5454545454545645	0.22121212121212122	
1.5900000000000004e-06	1.7400000000000011e-06	9.433962264150983	0.22314431669405652* (3:10)	
1.6200000000000006e-06	1.710000000000001e-06	5.5555555555555785	0.22525252525252526	
1.6350000000000007e-06	1.7400000000000011e-06	6.4220183486238795	0.2292929292929293	
1.6050000000000005e-06	1.8000000000000014e-06	12.149532710280425	0.23052181460292234* (2:7)	
1.6500000000000007e-06	1.7700000000000013e-06	7.272727272727303	0.23333333333333334	
1.6050000000000005e-06	1.8300000000000015e-06	14.018691588785106	0.23737373737373738	
1.6350000000000007e-06	1.695000000000001e-06	3.669724770642217	0.23778308299094353* (3:11)	
1.6050000000000005e-06	1.7700000000000013e-06	10.280373831775744	0.24141414141414141	
1.6350000000000007e-06	1.8300000000000015e-06	11.926605504587204	0.24545454545454545	
1.6650000000000008e-06	1.8000000000000014e-06	8.10810810810814	0.2494949494949495	
1.6200000000000006e-06	1.7850000000000013e-06	10.185185185185228	0.25198420997897464* (1:4)	
1.6050000000000005e-06	1.7400000000000011e-06	8.411214953271063	0.2535353535353535	
1.6050000000000005e-06	1.8000000000000014e-06	12.149532710280425	0.25757575757575757	
